file,x,y,width,height
object_detection/test_images/HuskyLens_Image/101.jpg,261.00364685058594,35.01825571060181,42.09754943847656,134.73713636398315
object_detection/test_images/HuskyLens_Image/101.jpg,17.285442352294922,50.513741970062256,74.41324234008789,185.00595331192017
object_detection/test_images/HuskyLens_Image/11.jpg,32.91919946670532,48.63352060317993,48.62018346786499,123.97236585617065
object_detection/test_images/HuskyLens_Image/11.jpg,188.8898468017578,38.919668197631836,44.10930633544922,146.8838882446289
object_detection/test_images/HuskyLens_Image/13.jpg,5.493016242980957,48.08178663253784,68.94597053527832,178.3023190498352
object_detection/test_images/HuskyLens_Image/13.jpg,245.68965911865234,36.7101788520813,64.52926635742188,194.19912099838257
object_detection/test_images/HuskyLens_Image/15.jpg,113.25010299682617,41.62180423736572,66.15716934204102,194.78093147277832
object_detection/test_images/HuskyLens_Image/15.jpg,180.7182502746582,28.85108470916748,67.0751953125,201.09017372131348
object_detection/test_images/HuskyLens_Image/17.jpg,112.72944450378418,48.86042833328247,59.719247817993164,189.67841863632202
object_detection/test_images/HuskyLens_Image/17.jpg,194.7751808166504,64.68199968338013,40.050201416015625,102.75862455368042
object_detection/test_images/HuskyLens_Image/19.jpg,17.92135715484619,46.32159948348999,68.90403270721436,184.47028398513794
object_detection/test_images/HuskyLens_Image/19.jpg,197.2703742980957,40.09825944900513,39.69409942626953,128.81707906723022
object_detection/test_images/HuskyLens_Image/21.jpg,212.86943435668945,37.5935697555542,36.348724365234375,129.9241304397583
object_detection/test_images/HuskyLens_Image/23.jpg,21.206791400909424,47.648470401763916,73.29052686691284,191.00544691085815
object_detection/test_images/HuskyLens_Image/23.jpg,260.5208969116211,34.952473640441895,58.986167907714844,172.21172332763672
object_detection/test_images/HuskyLens_Image/25.jpg,103.93318176269531,45.27997970581055,57.92396545410156,183.37306022644043
object_detection/test_images/HuskyLens_Image/25.jpg,261.273136138916,34.92608070373535,58.324127197265625,170.74121475219727
object_detection/test_images/HuskyLens_Image/27.jpg,211.54996871948242,31.508595943450928,51.965370178222656,184.23854112625122
object_detection/test_images/HuskyLens_Image/27.jpg,103.47071647644043,44.06796455383301,57.55345344543457,181.50449752807617
object_detection/test_images/HuskyLens_Image/29.jpg,208.31659317016602,34.10327196121216,54.305572509765625,181.93062543869019
object_detection/test_images/HuskyLens_Image/29.jpg,111.2181282043457,45.02027750015259,47.08953857421875,146.04696035385132
object_detection/test_images/HuskyLens_Image/3.jpg,244.6822738647461,37.70393371582031,35.91686248779297,107.00732231140137
object_detection/test_images/HuskyLens_Image/3.jpg,41.05575084686279,33.488945960998535,48.543992042541504,129.68286037445068
object_detection/test_images/HuskyLens_Image/31.jpg,111.98117256164551,42.25531339645386,45.87085723876953,151.7025876045227
object_detection/test_images/HuskyLens_Image/31.jpg,161.7643928527832,43.1866979598999,52.657318115234375,159.53052520751953
